171	65	176
172	63	175
172	63	174
172	63	174
172	63	174
170	64	174
170	64	174
170	65	173
170	65	173
172	63	173
172	63	173
171	57	169
170	64	175
176	64	176
176	64	178
178	62	176
178	62	176
175	64	176
175	64	175
171	66	175
171	66	175
172	63	175
172	63	174
172	63	174
172	63	174
170	65	173
170	64	171
170	65	170
170	65	169
172	65	169
172	65	170
171	58	168
175	57	174
178	63	178
178	63	178
175	64	178
175	64	178
173	65	176
173	66	175
173	66	175
173	66	175
170	61	172
170	61	171
170	58	168
169	60	167
174	58	166
174	58	166
175	61	166
175	62	165
173	62	165
173	61	166
175	58	166
175	57	174
178	63	178
178	63	178
175	64	178
175	64	176
173	65	176
173	66	175
173	66	174
173	66	173
170	62	170
170	62	170
169	60	167
170	60	166
174	58	166
174	59	165
175	62	165
175	62	165
173	62	165
173	62	165
175	59	165
177	57	174
176	64	176
176	64	176
176	64	176
176	64	176
173	66	175
173	66	173
173	62	169
173	62	169
170	56	163
170	56	163
170	56	163
170	56	164
172	56	164
172	56	163
173	62	165
173	62	165
174	59	164
174	59	164
177	55	162
177	57	173
176	64	176
176	64	176
176	64	176
176	64	174
173	67	172
173	68	169
173	61	166
173	61	166
170	56	163
170	56	163
170	56	163
170	56	164
172	56	163
172	57	162
173	62	165
173	62	165
174	59	164
174	59	164
177	55	162
171	57	170
173	60	171
173	60	171
173	58	168
174	58	167
174	59	165
174	59	164
174	59	164
174	58	166
170	60	166
170	60	165
170	67	168
170	67	168
170	67	167
170	67	167
172	66	167
172	66	167
173	62	165
173	62	165
174	55	163
171	58	168
173	60	170
173	62	169
174	59	165
174	59	165
174	59	165
174	59	165
174	58	166
173	58	168
169	60	167
169	60	167
170	65	169
170	67	167
170	67	167
170	67	167
172	66	167
172	66	167
173	62	165
173	62	165
174	54	164
169	49	162
169	49	162
170	49	161
177	48	161
177	48	160
176	51	160
176	52	163
173	63	171
173	63	174
171	66	175
171	66	174
176	65	173
177	65	172
176	64	168
176	64	167
175	62	165
175	62	165
172	57	162
172	57	162
170	57	162
169	49	162
169	49	162
169	49	162
177	47	162
177	48	161
176	52	163
176	51	164
173	63	173
173	63	175
171	65	176
172	66	178
176	64	176
176	64	176
176	61	171
176	63	169
175	61	166
175	62	165
172	57	162
172	57	162
170	57	162
175	51	164
175	51	164
175	51	164
174	54	165
174	54	165
170	56	164
169	56	165
169	56	167
170	54	169
176	64	175
176	64	176
176	66	179
176	65	180
176	64	176
176	64	176
174	63	173
175	63	169
170	63	166
170	63	165
172	61	164
175	51	164
175	51	164
174	51	165
174	54	165
174	54	164
170	56	163
170	56	164
169	56	167
170	54	169
176	64	176
176	64	176
176	67	178
176	65	180
176	62	182
176	62	182
175	61	177
174	63	174
170	62	169
170	62	169
172	58	166
170	57	169
175	56	169
176	56	167
178	57	166
178	57	166
178	57	166
178	57	166
170	62	170
170	61	172
176	64	175
176	64	176
176	67	178
176	65	183
176	67	187
175	68	185
176	69	182
176	69	180
173	66	175
173	66	174
169	60	167
170	57	170
170	58	168
172	60	165
172	61	164
172	61	164
172	61	164
175	62	164
175	62	164
174	69	166
174	69	166
175	63	163
175	63	163
175	63	163
175	63	163
171	64	163
172	65	162
172	65	162
172	65	162
172	61	160
171	60	162
170	54	170
170	54	169
170	65	173
170	65	169
171	68	168
171	68	168
174	55	162
174	55	162
173	57	161
174	56	158
173	57	160
173	57	160
173	63	163
173	63	163
173	57	160
174	56	158
174	56	158
174	56	158
173	57	160
174	55	162
170	54	170
170	54	169
170	65	173
170	65	170
172	69	171
171	66	173
173	54	169
173	55	167
174	55	163
174	55	162
174	55	162
174	55	162
173	61	166
173	62	165
174	55	162
174	55	162
173	57	161
173	57	161
174	55	162
174	55	162
170	64	175
170	64	174
170	67	174
170	68	172
170	69	171
170	68	173
172	63	174
172	63	174
171	58	168
171	58	168
173	63	171
174	63	170
172	65	170
172	65	170
172	65	169
172	65	169
172	61	164
172	61	164
170	57	162
170	56	164
170	64	175
170	64	175
170	67	175
170	68	173
170	68	173
170	67	175
172	63	174
172	63	174
171	57	169
171	57	169
173	63	173
173	63	171
171	64	171
172	63	173
171	64	171
172	65	170
172	60	165
172	60	165
170	56	163
169	56	165
176	61	175
176	61	175
176	64	175
176	64	175
176	62	174
176	62	174
173	66	175
173	66	175
176	64	174
176	64	174
176	62	173
176	62	174
173	59	172
173	59	172
170	62	170
170	62	169
170	62	169
170	62	169
172	58	167
171	58	168
176	61	175
176	61	175
176	64	176
176	64	175
176	62	174
176	62	174
173	66	175
173	65	176
176	64	175
176	64	174
176	62	173
176	62	174
173	60	171
173	60	171
170	61	171
170	62	170
170	62	170
170	61	171
171	58	168
171	58	168
176	64	176
176	64	175
177	64	175
177	64	175
175	64	175
175	64	176
171	65	176
171	65	176
172	63	175
172	63	174
172	63	174
172	63	174
170	64	174
170	64	174
170	65	173
170	65	173
172	63	173
172	63	173
171	57	169
171	57	169
176	64	176
176	64	178
178	62	176
178	62	176
175	64	176
175	64	175
171	66	175
171	66	175
172	63	175
172	63	174
172	63	174
172	63	174
170	65	173
170	64	171
170	65	170
170	65	169
172	65	169
172	65	170
171	58	168
171	57	169
178	63	178
178	63	178
175	64	178
175	64	178
173	65	176
173	66	175
173	66	175
173	66	175
170	61	172
170	61	171
170	58	168
169	60	167
174	58	166
174	58	166
175	61	166
175	62	165
173	62	165
173	61	166
175	58	166
176	56	167
178	63	178
178	63	178
175	64	178
175	64	176
173	65	176
173	66	175
173	66	174
173	66	173
170	62	170
170	62	170
169	60	167
170	60	166
174	58	166
174	59	165
175	62	165
175	62	165
173	62	165
173	62	165
175	59	165
175	59	165
176	64	176
176	64	176
176	64	176
176	64	176
173	66	175
173	66	173
173	62	169
173	62	169
170	56	163
170	56	163
170	56	163
170	56	164
172	56	164
172	56	163
173	62	165
173	62	165
174	59	164
174	59	164
177	55	162
177	55	163
176	64	176
176	64	176
176	64	176
176	64	174
173	67	172
173	68	169
173	61	166
173	61	166
170	56	163
170	56	163
170	56	163
170	56	164
172	56	163
172	57	162
173	62	165
173	62	165
174	59	164
174	59	164
177	55	162
177	55	163
173	60	171
173	60	171
173	58	168
174	58	167
174	59	165
174	59	164
174	59	164
174	58	166
170	60	166
170	60	165
170	67	168
170	67	168
170	67	167
170	67	167
172	66	167
172	66	167
173	62	165
173	62	165
174	55	163
174	54	164
173	60	170
173	62	169
174	59	165
174	59	165
174	59	165
174	59	165
174	58	166
173	58	168
169	60	167
169	60	167
170	65	169
170	67	167
170	67	167
170	67	167
172	66	167
172	66	167
173	62	165
173	62	165
174	54	164
174	54	164
169	49	162
170	49	161
177	48	161
177	48	160
176	51	160
176	52	163
173	63	171
173	63	174
171	66	175
171	66	174
176	65	173
177	65	172
176	64	168
176	64	167
175	62	165
175	62	165
172	57	162
172	57	162
170	57	162
170	56	164
169	49	162
169	49	162
177	47	162
177	48	161
176	52	163
176	51	164
173	63	173
173	63	175
171	65	176
172	66	178
176	64	176
176	64	176
176	61	171
176	63	169
175	61	166
175	62	165
172	57	162
172	57	162
170	57	162
170	56	163
175	51	164
175	51	164
174	54	165
174	54	165
170	56	164
169	56	165
169	56	167
170	54	169
176	64	175
176	64	176
176	66	179
176	65	180
176	64	176
176	64	176
174	63	173
175	63	169
170	63	166
170	63	165
172	61	164
172	60	165
175	51	164
174	51	165
174	54	165
174	54	164
170	56	163
170	56	164
169	56	167
170	54	169
176	64	176
176	64	176
176	67	178
176	65	180
176	62	182
176	62	182
175	61	177
174	63	174
170	62	169
170	62	169
172	58	166
172	58	166
175	56	169
176	56	167
178	57	166
178	57	166
178	57	166
178	57	166
170	62	170
170	61	172
176	64	175
176	64	176
176	67	178
176	65	183
176	67	187
175	68	185
176	69	182
176	69	180
173	66	175
173	66	174
169	60	167
169	60	167
170	53	163
172	61	164
172	61	164
172	61	164
172	61	164
171	60	162
172	61	164
172	62	165
172	62	165
170	63	165
170	64	164
170	60	162
170	61	164
170	61	164
170	61	164
172	61	164
172	61	164
174	59	164
174	59	164
172	57	162
169	53	164
172	60	165
172	60	165
172	61	164
172	61	164
172	61	164
172	61	164
172	62	165
172	62	165
170	64	164
170	64	164
170	60	162
170	61	164
170	61	164
170	61	164
171	60	162
171	60	162
174	58	162
174	58	162
172	57	160
169	52	166
174	54	165
174	54	165
174	54	164
174	55	162
172	57	162
172	57	162
173	62	164
173	62	164
173	62	164
173	63	163
170	65	162
170	64	164
170	61	164
170	61	164
170	57	161
169	59	160
169	59	160
169	59	160
174	53	158
170	50	168
173	55	168
173	55	168
173	55	167
174	55	163
172	57	162
172	57	162
173	62	165
173	62	165
173	62	164
173	63	163
170	64	163
170	64	164
170	61	164
170	61	164
170	57	162
170	57	162
169	59	160
169	59	160
174	53	159
170	54	170
174	56	172
174	56	170
171	61	171
172	61	167
170	63	167
170	63	167
170	65	169
170	67	168
170	68	168
170	68	168
172	66	167
172	66	167
170	67	167
170	67	167
170	67	167
170	67	164
173	63	163
173	62	164
172	57	162
170	54	171
174	56	172
174	56	172
171	61	172
172	62	169
170	62	169
170	62	169
170	65	170
170	65	169
170	68	169
170	68	169
172	65	168
172	65	168
170	67	168
170	67	168
170	67	167
170	67	167
173	63	163
173	62	165
172	56	163
175	50	170
177	57	174
177	57	173
175	59	172
175	60	171
173	60	171
173	60	171
171	66	174
171	66	173
177	65	172
177	65	172
174	63	173
174	63	171
170	62	169
170	63	167
172	61	166
172	61	166
173	68	168
173	68	169
175	51	164
175	50	170
177	57	174
177	57	173
175	59	173
175	59	172
173	59	172
173	59	173
171	65	176
171	66	175
176	64	174
176	64	174
174	63	173
174	63	173
170	61	171
170	62	170
172	62	169
172	61	167
173	67	171
173	67	171
175	51	164
172	56	173
172	66	178
171	65	176
170	64	175
170	64	174
173	63	174
173	63	174
175	64	175
175	64	175
177	68	176
177	68	175
174	66	173
174	66	174
174	66	174
174	66	174
171	66	173
172	68	172
170	68	172
170	68	172
171	58	168
172	56	173
171	65	176
171	65	176
170	64	175
170	64	175
173	63	175
173	63	174
175	64	175
174	66	174
177	68	175
177	68	175
174	66	173
174	66	173
174	66	173
174	66	173
171	66	173
172	68	172
170	68	172
170	68	172
171	58	168
173	59	174
173	59	174
173	59	173
173	65	176
173	65	176
173	65	176
173	65	176
173	66	175
173	66	174
173	66	173
173	67	172
173	67	172
173	67	172
173	66	173
173	66	173
170	68	172
170	69	171
170	69	171
170	69	171
169	56	167
173	59	174
173	59	173
173	59	173
173	65	176
173	65	176
173	65	176
173	66	175
173	66	174
173	66	173
173	66	173
173	67	172
173	67	172
173	67	172
173	67	172
173	67	172
170	68	169
170	68	169
170	68	169
170	69	171
169	56	165
176	64	176
176	64	176
176	64	176
173	65	176
173	64	178
170	64	175
170	64	174
170	65	173
170	64	171
170	65	170
170	65	170
173	61	167
173	61	167
173	61	167
173	61	167
173	61	166
173	61	166
170	56	163
170	56	163
170	53	163
176	64	176
176	64	176
176	64	176
173	64	178
173	65	176
170	64	174
170	64	171
170	65	170
170	65	169
170	65	169
170	65	169
173	61	166
173	61	166
173	61	167
173	61	166
173	61	166
173	62	165
170	57	162
170	57	162
170	52	161
170	66	178
173	65	176
173	65	176
171	61	172
171	61	172
170	58	168
170	60	166
174	59	165
174	59	165
173	61	166
173	62	165
170	68	168
170	68	169
170	68	169
170	68	169
173	62	165
173	62	165
175	59	164
175	59	164
174	52	161
170	65	176
173	65	176
173	66	174
171	62	170
171	62	170
169	60	167
170	60	166
174	58	166
174	58	166
173	61	166
173	62	165
170	68	168
170	68	169
170	68	169
170	68	169
173	62	165
173	62	165
175	59	164
175	59	164
175	52	163
173	55	168
170	55	168
169	56	165
169	56	165
170	56	164
170	56	163
170	56	164
170	56	164
169	56	165
170	65	170
170	65	170
170	65	170
170	65	169
170	67	168
170	67	167
172	62	165
172	62	165
174	55	162
174	55	162
174	49	161
174	54	165
170	56	164
170	56	164
170	56	164
170	56	163
170	56	163
170	56	164
169	56	165
170	55	168
170	65	173
170	65	173
170	64	171
170	64	171
170	65	170
170	65	169
172	62	165
172	62	165
174	55	162
174	55	162
174	49	161
169	60	167
172	58	166
172	58	166
170	60	166
170	60	166
170	60	166
169	60	167
170	62	170
170	61	171
170	67	174
170	67	175
170	67	174
170	67	174
170	68	173
170	68	172
173	67	171
173	68	168
177	55	162
177	55	162
179	48	160
170	58	168
172	58	167
172	58	167
169	60	167
170	60	166
170	60	166
169	60	167
170	61	172
170	60	173
170	65	176
170	65	176
170	65	176
170	65	176
170	67	174
170	67	174
173	67	172
173	67	171
178	53	164
178	53	164
179	48	160
169	53	164
172	60	165
172	60	165
172	61	164
172	61	164
172	61	164
172	61	164
172	62	165
172	62	165
170	64	164
170	64	164
170	60	162
170	61	164
170	61	164
170	61	164
171	60	162
171	60	162
174	58	162
174	58	162
172	57	160
169	52	166
174	54	165
174	54	165
174	54	164
174	55	162
172	57	162
172	57	162
173	62	164
173	62	164
173	62	164
173	63	163
170	65	162
170	64	164
170	61	164
170	61	164
170	57	161
169	59	160
169	59	160
169	59	160
174	53	158
170	50	168
173	55	168
173	55	168
173	55	167
174	55	163
172	57	162
172	57	162
173	62	165
173	62	165
173	62	164
173	63	163
170	64	163
170	64	164
170	61	164
170	61	164
170	57	162
170	57	162
169	59	160
169	59	160
174	53	159
170	54	170
174	56	172
174	56	170
171	61	171
172	61	167
170	63	167
170	63	167
170	65	169
170	67	168
170	68	168
170	68	168
172	66	167
172	66	167
170	67	167
170	67	167
170	67	167
170	67	164
173	63	163
173	62	164
172	57	162
170	54	171
174	56	172
174	56	172
171	61	172
172	62	169
170	62	169
170	62	169
170	65	170
170	65	169
170	68	169
170	68	169
172	65	168
172	65	168
170	67	168
170	67	168
170	67	167
170	67	167
173	63	163
173	62	165
172	56	163
175	50	170
177	57	174
177	57	173
175	59	172
175	60	171
173	60	171
173	60	171
171	66	174
171	66	173
177	65	172
177	65	172
174	63	173
174	63	171
170	62	169
170	63	167
172	61	166
172	61	166
173	68	168
173	68	169
175	51	164
175	50	170
177	57	174
177	57	173
175	59	173
175	59	172
173	59	172
173	59	173
171	65	176
171	66	175
176	64	174
176	64	174
174	63	173
174	63	173
170	61	171
170	62	170
172	62	169
172	61	167
173	67	171
173	67	171
175	51	164
172	56	173
172	66	178
171	65	176
170	64	175
170	64	174
173	63	174
173	63	174
175	64	175
175	64	175
177	68	176
177	68	175
174	66	173
174	66	174
174	66	174
174	66	174
171	66	173
172	68	172
170	68	172
170	68	172
171	58	168
172	56	173
171	65	176
171	65	176
170	64	175
170	64	175
173	63	175
173	63	174
175	64	175
174	66	174
177	68	175
177	68	175
174	66	173
174	66	173
174	66	173
174	66	173
171	66	173
172	68	172
170	68	172
170	68	172
171	58	168
173	59	174
173	59	174
173	59	173
173	65	176
173	65	176
173	65	176
173	65	176
173	66	175
173	66	174
173	66	173
173	67	172
173	67	172
173	67	172
173	66	173
173	66	173
170	68	172
170	69	171
170	69	171
170	69	171
169	56	167
173	59	174
173	59	173
173	59	173
173	65	176
173	65	176
173	65	176
173	66	175
173	66	174
173	66	173
173	66	173
173	67	172
173	67	172
173	67	172
173	67	172
173	67	172
170	68	169
170	68	169
170	68	169
170	69	171
169	56	165
176	64	176
176	64	176
176	64	176
173	65	176
173	64	178
170	64	175
170	64	174
170	65	173
170	64	171
170	65	170
170	65	170
173	61	167
173	61	167
173	61	167
173	61	167
173	61	166
173	61	166
170	56	163
170	56	163
170	53	163
176	64	176
176	64	176
176	64	176
173	64	178
173	65	176
170	64	174
170	64	171
170	65	170
170	65	169
170	65	169
170	65	169
173	61	166
173	61	166
173	61	167
173	61	166
173	61	166
173	62	165
170	57	162
170	57	162
170	52	161
170	66	178
173	65	176
173	65	176
171	61	172
171	61	172
170	58	168
170	60	166
174	59	165
174	59	165
173	61	166
173	62	165
170	68	168
170	68	169
170	68	169
170	68	169
173	62	165
173	62	165
175	59	164
175	59	164
174	52	161
170	65	176
173	65	176
173	66	174
171	62	170
171	62	170
169	60	167
170	60	166
174	58	166
174	58	166
173	61	166
173	62	165
170	68	168
170	68	169
170	68	169
170	68	169
173	62	165
173	62	165
175	59	164
175	59	164
175	52	163
173	55	168
170	55	168
169	56	165
169	56	165
170	56	164
170	56	163
170	56	164
170	56	164
169	56	165
170	65	170
170	65	170
170	65	170
170	65	169
170	67	168
170	67	167
172	62	165
172	62	165
174	55	162
174	55	162
174	49	161
174	54	165
170	56	164
170	56	164
170	56	164
170	56	163
170	56	163
170	56	164
169	56	165
170	55	168
170	65	173
170	65	173
170	64	171
170	64	171
170	65	170
170	65	169
172	62	165
172	62	165
174	55	162
174	55	162
174	49	161
169	60	167
172	58	166
172	58	166
170	60	166
170	60	166
170	60	166
169	60	167
170	62	170
170	61	171
170	67	174
170	67	175
170	67	174
170	67	174
170	68	173
170	68	172
173	67	171
173	68	168
177	55	162
177	55	162
179	48	160
170	58	168
172	58	167
172	58	167
169	60	167
170	60	166
170	60	166
169	60	167
170	61	172
170	60	173
170	65	176
170	65	176
170	65	176
170	65	176
170	67	174
170	67	174
173	67	172
173	67	171
178	53	164
178	53	164
179	48	160
178	56	167
171	58	168
171	58	168
172	58	167
172	58	167
172	58	167
171	58	168
171	61	171
172	59	173
171	65	176
172	66	178
170	68	179
170	69	178
173	71	180
173	71	180
176	68	177
176	68	176
176	65	173
177	65	172
178	53	164
172	60	165
172	60	165
172	61	164
172	61	164
172	61	164
172	61	164
172	62	165
172	62	165
170	64	164
170	64	164
170	60	162
170	61	164
170	61	164
170	61	164
171	60	162
171	60	162
174	58	162
174	58	162
172	57	160
172	57	161
174	54	165
174	54	165
174	54	164
174	55	162
172	57	162
172	57	162
173	62	164
173	62	164
173	62	164
173	63	163
170	65	162
170	64	164
170	61	164
170	61	164
170	57	161
169	59	160
169	59	160
169	59	160
174	53	158
174	53	160
173	55	168
173	55	168
173	55	167
174	55	163
172	57	162
172	57	162
173	62	165
173	62	165
173	62	164
173	63	163
170	64	163
170	64	164
170	61	164
170	61	164
170	57	162
170	57	162
169	59	160
169	59	160
174	53	159
175	52	163
174	56	172
174	56	170
171	61	171
172	61	167
170	63	167
170	63	167
170	65	169
170	67	168
170	68	168
170	68	168
172	66	167
172	66	167
170	67	167
170	67	167
170	67	167
170	67	164
173	63	163
173	62	164
172	57	162
172	56	164
174	56	172
174	56	172
171	61	172
172	62	169
170	62	169
170	62	169
170	65	170
170	65	169
170	68	169
170	68	169
172	65	168
172	65	168
170	67	168
170	67	168
170	67	167
170	67	167
173	63	163
173	62	165
172	56	163
172	55	167
177	57	174
177	57	173
175	59	172
175	60	171
173	60	171
173	60	171
171	66	174
171	66	173
177	65	172
177	65	172
174	63	173
174	63	171
170	62	169
170	63	167
172	61	166
172	61	166
173	68	168
173	68	169
175	51	164
174	51	166
177	57	174
177	57	173
175	59	173
175	59	172
173	59	172
173	59	173
171	65	176
171	66	175
176	64	174
176	64	174
174	63	173
174	63	173
170	61	171
170	62	170
172	62	169
172	61	167
173	67	171
173	67	171
175	51	164
174	51	166
172	66	178
171	65	176
170	64	175
170	64	174
173	63	174
173	63	174
175	64	175
175	64	175
177	68	176
177	68	175
174	66	173
174	66	174
174	66	174
174	66	174
171	66	173
172	68	172
170	68	172
170	68	172
171	58	168
171	57	169
171	65	176
171	65	176
170	64	175
170	64	175
173	63	175
173	63	174
175	64	175
174	66	174
177	68	175
177	68	175
174	66	173
174	66	173
174	66	173
174	66	173
171	66	173
172	68	172
170	68	172
170	68	172
171	58	168
171	57	169
173	59	174
173	59	173
173	65	176
173	65	176
173	65	176
173	65	176
173	66	175
173	66	174
173	66	173
173	67	172
173	67	172
173	67	172
173	66	173
173	66	173
170	68	172
170	69	171
170	69	171
170	69	171
169	56	167
170	54	169
173	59	173
173	59	173
173	65	176
173	65	176
173	65	176
173	66	175
173	66	174
173	66	173
173	66	173
173	67	172
173	67	172
173	67	172
173	67	172
173	67	172
170	68	169
170	68	169
170	68	169
170	69	171
169	56	165
169	56	167
176	64	176
176	64	176
173	65	176
173	64	178
170	64	175
170	64	174
170	65	173
170	64	171
170	65	170
170	65	170
173	61	167
173	61	167
173	61	167
173	61	167
173	61	166
173	61	166
170	56	163
170	56	163
170	53	163
169	53	164
176	64	176
176	64	176
173	64	178
173	65	176
170	64	174
170	64	171
170	65	170
170	65	169
170	65	169
170	65	169
173	61	166
173	61	166
173	61	167
173	61	166
173	61	166
173	62	165
170	57	162
170	57	162
170	52	161
169	53	164
173	65	176
173	65	176
171	61	172
171	61	172
170	58	168
170	60	166
174	59	165
174	59	165
173	61	166
173	62	165
170	68	168
170	68	169
170	68	169
170	68	169
173	62	165
173	62	165
175	59	164
175	59	164
174	52	161
174	51	165
173	65	176
173	66	174
171	62	170
171	62	170
169	60	167
170	60	166
174	58	166
174	58	166
173	61	166
173	62	165
170	68	168
170	68	169
170	68	169
170	68	169
173	62	165
173	62	165
175	59	164
175	59	164
175	52	163
174	51	165
170	55	168
169	56	165
169	56	165
170	56	164
170	56	163
170	56	164
170	56	164
169	56	165
170	65	170
170	65	170
170	65	170
170	65	169
170	67	168
170	67	167
172	62	165
172	62	165
174	55	162
174	55	162
174	49	161
175	47	162
170	56	164
170	56	164
170	56	164
170	56	163
170	56	163
170	56	164
169	56	165
170	55	168
170	65	173
170	65	173
170	64	171
170	64	171
170	65	170
